ID_Producao;Data;Ano;Mes;Nome_Mes;AnoMes;Trimestre;Dia;Dia_Semana;Tipo_Dia;Setor;Produto;Categoria_Produto;Preco_Unitario;Meta_Producao;Quantidade_Produzida;Atingiu_Meta;Quantidade_Defeitos;Taxa_Defeitos_%;Defeito_Falha_Silk;Defeito_Mancha_Tinta;Defeito_Deslocamento_Arte;Defeito_Ponto_Solto;Defeito_Desalinhamento_Costura;Tipo_Defeito_Predominante;Classificacao_Qualidade;Quantidade_Retrabalho;Quantidade_Segunda_Qualidade;Perda_Financeira;Quantidade_Vendida;Faturamento;Materia_Prima_Critica;Estoque_Atual;Estoque_Minimo;Alerta_Estoque;Alerta_Meta;Alerta_Qualidade
42;2025-01-02;2025;1;Janeiro;2025-01;T1;2;Quinta-feira;Dia útil;Revisão;Conjunto Infantil;Infantil;89.9;256;244;Não;6;2.46;3;0;1;1;1;Falha de silk;Retrabalho;4;2;53.34;0;0.0;Malha de algodão;1605;480;Não;Não;Não
44;2025-01-02;2025;1;Janeiro;2025-01;T1;2;Quinta-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;177;185;Sim;3;1.62;1;1;0;1;0;Falha de silk;Retrabalho;2;1;25.91;0;0.0;Malha de algodão;1506;480;Não;Não;Não
45;2025-01-02;2025;1;Janeiro;2025-01;T1;2;Quinta-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;124;143;Sim;2;1.4;0;0;1;1;0;Deslocamento da arte;Retrabalho;1;1;15.74;0;0.0;Aviamentos;825;260;Não;Não;Não
51;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Corte;Body;Baby;38.9;348;349;Sim;5;1.43;0;0;0;0;5;Desalinhamento de costura;Retrabalho;3;2;27.04;0;0.0;Malha de algodão;1660;480;Não;Não;Não
53;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;273;285;Sim;2;0.7;0;0;0;1;1;Ponto solto;Retrabalho;1;1;16.12;0;0.0;Tinta de estamparia;360;140;Não;Não;Não
52;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;278;328;Sim;7;2.13;0;0;0;1;6;Desalinhamento de costura;Retrabalho;4;3;79.48;0;0.0;Malha de algodão;1571;480;Não;Não;Não
54;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;191;198;Sim;2;1.01;1;0;0;0;1;Falha de silk;Retrabalho;1;1;30.43;0;0.0;Malha de algodão;1307;480;Não;Não;Não
55;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;149;148;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;0;0.0;Aviamentos;739;260;Não;Não;Não
61;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Costura;Body;Baby;38.9;289;271;Não;7;2.58;0;0;0;5;2;Ponto solto;Retrabalho;4;3;40.08;0;0.0;Aviamentos;870;260;Não;Não;Não
63;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Costura;Camiseta Estampada;Infantil;49.9;240;212;Não;2;0.94;0;0;0;1;1;Ponto solto;Retrabalho;1;1;20.08;0;0.0;Aviamentos;897;260;Não;Sim;Não
62;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Costura;Conjunto Infantil;Infantil;89.9;281;287;Sim;13;4.53;0;0;0;5;8;Desalinhamento de costura;Retrabalho;9;4;117.07;0;0.0;Aviamentos;910;260;Não;Não;Não
64;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Costura;Pijama Infantil;Infantil;79.9;171;164;Não;7;4.27;0;0;2;2;3;Desalinhamento de costura;Retrabalho;5;2;64.94;0;0.0;Aviamentos;791;260;Não;Não;Não
65;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;129;114;Não;2;1.75;0;1;0;1;0;Mancha de tinta;Retrabalho;1;1;18.61;0;0.0;Aviamentos;740;260;Não;Sim;Não
56;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Estamparia;Body;Baby;38.9;297;227;Não;10;4.41;7;2;0;1;0;Falha de silk;Retrabalho;6;4;45.42;0;0.0;Tinta de estamparia;457;140;Não;Sim;Não
58;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;237;214;Não;11;5.14;6;5;0;0;0;Falha de silk;Segunda Qualidade;5;6;109.9;0;0.0;Tinta de estamparia;435;140;Não;Não;Sim
57;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;289;236;Não;17;7.2;3;8;6;0;0;Mancha de tinta;Segunda Qualidade;8;9;303.04;0;0.0;Tinta de estamparia;396;140;Não;Sim;Sim
59;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;183;162;Não;3;1.85;1;0;1;1;0;Falha de silk;Retrabalho;2;1;26.27;0;0.0;Tinta de estamparia;703;140;Não;Sim;Não
60;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;146;121;Não;3;2.48;1;0;2;0;0;Deslocamento da arte;Segunda Qualidade;1;2;29.44;0;0.0;Tinta de estamparia;390;140;Não;Sim;Não
71;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Expedição;Body;Baby;38.9;260;241;Não;1;0.41;0;1;0;0;0;Mancha de tinta;Retrabalho;1;0;0.0;208;8091.2;Malha de algodão;1744;480;Não;Não;Não
73;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;235;250;Sim;4;1.6;0;0;0;3;1;Ponto solto;Retrabalho;2;2;35.03;240;11976.0;Tinta de estamparia;459;140;Não;Não;Não
72;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;248;239;Não;1;0.42;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;220;19778.0;Malha de algodão;1997;480;Não;Não;Não
74;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Expedição;Pijama Infantil;Infantil;79.9;163;174;Sim;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;156;12464.4;Malha de algodão;1325;480;Não;Não;Não
75;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Expedição;Shorts Infantil;Infantil;44.9;118;108;Não;1;0.93;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;102;4579.8;Aviamentos;852;260;Não;Não;Não
66;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Revisão;Body;Baby;38.9;282;301;Sim;3;1.0;0;1;0;1;1;Mancha de tinta;Retrabalho;2;1;13.16;0;0.0;Malha de algodão;1585;480;Não;Não;Não
68;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Revisão;Camiseta Estampada;Infantil;49.9;237;271;Sim;7;2.58;1;1;1;2;2;Ponto solto;Retrabalho;5;2;31.13;0;0.0;Tinta de estamparia;518;140;Não;Não;Não
67;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Revisão;Conjunto Infantil;Infantil;89.9;243;278;Sim;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;0;0.0;Malha de algodão;1208;480;Não;Não;Não
69;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;172;171;Não;3;1.75;0;0;0;3;0;Ponto solto;Retrabalho;2;1;24.48;0;0.0;Malha de algodão;1784;480;Não;Não;Não
70;2025-01-03;2025;1;Janeiro;2025-01;T1;3;Sexta-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;133;127;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;0;0.0;Aviamentos;606;260;Não;Não;Não
76;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Corte;Body;Baby;38.9;300;323;Sim;2;0.62;0;0;0;0;2;Desalinhamento de costura;Retrabalho;1;1;11.4;0;0.0;Malha de algodão;1664;480;Não;Não;Não
78;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;267;250;Não;2;0.8;0;0;0;0;2;Desalinhamento de costura;Retrabalho;1;1;14.7;0;0.0;Tinta de estamparia;410;140;Não;Não;Não
77;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;275;290;Sim;2;0.69;1;0;0;0;1;Falha de silk;Retrabalho;1;1;27.84;0;0.0;Malha de algodão;1074;480;Não;Não;Não
79;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;194;197;Sim;1;0.51;0;0;1;0;0;Deslocamento da arte;Retrabalho;1;0;0.0;0;0.0;Malha de algodão;1566;480;Não;Não;Não
80;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;151;165;Sim;2;1.21;0;0;0;1;1;Ponto solto;Retrabalho;1;1;13.81;0;0.0;Aviamentos;851;260;Não;Não;Não
86;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Costura;Body;Baby;38.9;269;285;Sim;15;5.26;0;0;0;9;6;Ponto solto;Retrabalho;10;5;80.06;0;0.0;Aviamentos;863;260;Não;Não;Sim
88;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Costura;Camiseta Estampada;Infantil;49.9;230;255;Sim;8;3.14;0;0;0;6;2;Ponto solto;Retrabalho;6;2;32.44;0;0.0;Aviamentos;911;260;Não;Não;Não
87;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Costura;Conjunto Infantil;Infantil;89.9;263;245;Não;7;2.86;0;0;0;5;2;Ponto solto;Retrabalho;4;3;111.47;0;0.0;Aviamentos;998;260;Não;Não;Não
89;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Costura;Pijama Infantil;Infantil;79.9;169;181;Sim;6;3.31;0;2;1;1;2;Mancha de tinta;Retrabalho;4;2;48.16;0;0.0;Aviamentos;909;260;Não;Não;Não
90;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;133;118;Não;2;1.69;0;0;0;0;2;Desalinhamento de costura;Retrabalho;1;1;18.38;0;0.0;Aviamentos;717;260;Não;Sim;Não
81;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Estamparia;Body;Baby;38.9;291;283;Não;11;3.89;6;3;2;0;0;Falha de silk;Segunda Qualidade;5;6;82.41;0;0.0;Tinta de estamparia;461;140;Não;Não;Não
83;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;247;259;Sim;23;8.88;14;2;7;0;0;Falha de silk;Segunda Qualidade;11;12;193.19;0;0.0;Tinta de estamparia;340;140;Não;Não;Sim
82;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;266;279;Sim;15;5.38;9;3;2;1;0;Falha de silk;Segunda Qualidade;7;8;231.06;0;0.0;Tinta de estamparia;498;140;Não;Não;Sim
84;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;180;165;Não;7;4.24;1;4;2;0;0;Mancha de tinta;Retrabalho;4;3;86.72;0;0.0;Tinta de estamparia;439;140;Não;Não;Não
85;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;122;133;Sim;4;3.01;2;1;1;0;0;Falha de silk;Retrabalho;2;2;26.66;0;0.0;Tinta de estamparia;488;140;Não;Não;Não
96;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Expedição;Body;Baby;38.9;258;205;Não;1;0.49;0;1;0;0;0;Mancha de tinta;Retrabalho;1;0;0.0;169;6574.1;Malha de algodão;1460;480;Não;Sim;Não
98;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;219;214;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;201;10029.9;Tinta de estamparia;443;140;Não;Não;Não
97;2025-01-06;2025;1;Janeiro;2025-01;T1;6;Segunda-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;238;231;Não;1;0.43;1;0;0;0;0;Falha de silk;Retrabalho;1;0;0.0;207;18609.3;Malha de algodão;1758;480;Não;Não;Não
